epoch,fit/loss,fit/pred_loss,fit/sigreg_loss,step,validate/loss_epoch,validate/loss_step,validate/pred_loss_epoch,validate/pred_loss_step,validate/sigreg_loss_epoch,validate/sigreg_loss_step
14,0.08481042087078094,0.005220579449087381,0.88671875,26449,,,,,,
14,0.08262065052986145,0.004983928520232439,0.86328125,26499,,,,,,
14,0.0823046863079071,0.005156250670552254,0.85546875,26549,,,,,,
14,0.08136733621358871,0.00519546028226614,0.84375,26599,,,,,,
14,0.0799122005701065,0.005693446844816208,0.82421875,26649,,,,,,
14,0.07801958918571472,0.006242248695343733,0.796875,26699,,,,,,
14,0.08130501210689545,0.005133136175572872,0.84375,26749,,,,,,
14,0.09379047900438309,0.005411574617028236,0.98046875,26799,,,,,,
14,0.08448579162359238,0.005384229123592377,0.87890625,26849,,,,,,
,,,,0,,0.15952415764331818,,0.004250725265592337,,1.7265625
,,,,1,,0.15408654510974884,,0.00467248959466815,,1.65625
,,,,2,,0.14140105247497559,,0.003705736715346575,,1.53125
,,,,3,,0.15037719905376434,,0.004869385156780481,,1.6171875
,,,,4,,0.16104957461357117,,0.0038230055943131447,,1.75
,,,,5,,0.1387961208820343,,0.004030503332614899,,1.4921875
,,,,6,,0.15048056840896606,,0.003996198531240225,,1.6328125
,,,,7,,0.13043111562728882,,0.00347798690199852,,1.4140625
,,,,8,,0.1529347449541092,,0.004497244488447905,,1.6484375
,,,,9,,0.12894472479820251,,0.005409567151218653,,1.375
,,,,10,,0.13735762238502502,,0.0035685624461621046,,1.484375
,,,,11,,0.14191347360610962,,0.006171281449496746,,1.5078125
,,,,12,,0.12118057161569595,,0.004481354262679815,,1.296875
,,,,13,,0.13496068120002747,,0.004101309925317764,,1.453125
,,,,14,,0.13872036337852478,,0.003954732790589333,,1.4921875
,,,,15,,0.13875623047351837,,0.003990610595792532,,1.5
,,,,16,,0.13127507269382477,,0.004321947693824768,,1.4140625
,,,,17,,0.15021008253097534,,0.0056788320653140545,,1.6015625
,,,,18,,0.15024086833000183,,0.0037564917001873255,,1.625
,,,,19,,0.14191922545433044,,0.0042239087633788586,,1.53125
,,,,20,,0.1422707736492157,,0.005552029237151146,,1.515625
,,,,21,,0.13083010911941528,,0.003876978764310479,,1.40625
,,,,22,,0.14841324090957642,,0.005835116840898991,,1.5859375
,,,,23,,0.1399334967136383,,0.004191308282315731,,1.5078125
,,,,24,,0.13845191895961761,,0.003686289070174098,,1.4921875
,,,,25,,0.1238628551363945,,0.00569878937676549,,1.3125
,,,,26,,0.13374263048171997,,0.006789499893784523,,1.40625
,,,,27,,0.12554466724395752,,0.004450918175280094,,1.34375
,,,,28,,0.146459698677063,,0.003881577868014574,,1.5859375
,,,,29,,0.13562752306461334,,0.0037915913853794336,,1.4609375
,,,,30,,0.13666479289531708,,0.0038522970862686634,,1.4765625
,,,,31,,0.15690600872039795,,0.003585697151720524,,1.703125
,,,,32,,0.14924585819244385,,0.0037380498833954334,,1.6171875
,,,,33,,0.12769056856632233,,0.004643699619919062,,1.3671875
,,,,34,,0.17769752442836761,,0.0038693968672305346,,1.9296875
,,,,35,,0.14867353439331055,,0.004142288118600845,,1.609375
,,,,36,,0.1349884271621704,,0.0060821776278316975,,1.4296875
,,,,37,,0.1421133130788803,,0.004418006632477045,,1.53125
,,,,38,,0.15530650317668915,,0.003939320798963308,,1.6796875
,,,,39,,0.15346385538578033,,0.00404979195445776,,1.65625
,,,,40,,0.14101557433605194,,0.0042968252673745155,,1.515625
,,,,41,,0.15061241388320923,,0.004128038417547941,,1.6328125
,,,,42,,0.14035435020923615,,0.0036355953197926283,,1.515625
,,,,43,,0.17483137547969818,,0.003932935651391745,,1.8984375
,,,,44,,0.13468340039253235,,0.0038240221329033375,,1.453125
,,,,45,,0.15478260815143585,,0.005368548911064863,,1.6640625
,,,,46,,0.14392326772212982,,0.004274836741387844,,1.546875
,,,,47,,0.12113521993160248,,0.003947723191231489,,1.3046875
,,,,48,,0.1443275809288025,,0.004679136443883181,,1.546875
,,,,49,,0.14135877788066864,,0.0036634723655879498,,1.53125
,,,,50,,0.14790666103363037,,0.005328529514372349,,1.5859375
,,,,51,,0.14382532238960266,,0.004176885820925236,,1.5546875
,,,,52,,0.10088207572698593,,0.005178948398679495,,1.0625
14,,,,26888,0.14276032149791718,,0.004396982956677675,,1.5368666648864746,
15,0.07989320904016495,0.005186181049793959,0.83203125,26899,,,,,,
15,0.08792732656002045,0.00540779298171401,0.91796875,26949,,,,,,
15,0.08255354315042496,0.005405104253441095,0.85546875,26999,,,,,,
15,0.09161613881587982,0.005190356634557247,0.9609375,27049,,,,,,
15,0.08763543516397476,0.0046276249922811985,0.921875,27099,,,,,,
15,0.08240541070699692,0.006233538966625929,0.84375,27149,,,,,,
15,0.08294413238763809,0.006772258318960667,0.84375,27199,,,,,,
15,0.08115433901548386,0.004982460755854845,0.84765625,27249,,,,,,
15,0.08143911510705948,0.005267241969704628,0.84375,27299,,,,,,
15,0.08764335513114929,0.0070769465528428555,0.89453125,27349,,,,,,
,,,,53,,0.1472252458333969,,0.004647127352654934,,1.5859375
,,,,54,,0.1305929720401764,,0.004616415593773127,,1.3984375
,,,,55,,0.13366568088531494,,0.0037828655913472176,,1.4453125
,,,,56,,0.14687635004520416,,0.005274792667478323,,1.5703125
,,,,57,,0.16071230173110962,,0.0034857403952628374,,1.75
,,,,58,,0.13205313682556152,,0.004123442806303501,,1.421875
,,,,59,,0.1547447293996811,,0.004354110453277826,,1.671875
,,,,60,,0.1304316520690918,,0.0034785286989063025,,1.40625
,,,,61,,0.16151314973831177,,0.004286591429263353,,1.7421875
,,,,62,,0.1366294026374817,,0.0047934637404978275,,1.46875
,,,,63,,0.1303330361843109,,0.0033799048978835344,,1.40625
,,,,64,,0.13022203743457794,,0.005710324738174677,,1.3828125
,,,,65,,0.12146241962909698,,0.004763204138725996,,1.296875
,,,,66,,0.11914249509572983,,0.003908121958374977,,1.28125
,,,,67,,0.1369663029909134,,0.004153807181864977,,1.4765625
,,,,68,,0.11796639859676361,,0.004196869675070047,,1.265625
,,,,69,,0.1460471898317337,,0.004445626866072416,,1.5703125
,,,,70,,0.1374140977859497,,0.005578154698014259,,1.4609375
,,,,71,,0.13746297359466553,,0.003673907369375229,,1.484375
,,,,72,,0.13806360960006714,,0.004274540115147829,,1.484375
,,,,73,,0.12522080540657043,,0.005103617906570435,,1.3359375
,,,,74,,0.12688642740249634,,0.003839549608528614,,1.3671875
,,,,75,,0.14115090668201447,,0.005408718250691891,,1.5078125
,,,,76,,0.15075643360614777,,0.004272053483873606,,1.6328125
,,,,77,,0.1500740349292755,,0.0035896592307835817,,1.625
,,,,78,,0.11903509497642517,,0.005753847770392895,,1.2578125
,,,,79,,0.1340901106595993,,0.006160421762615442,,1.421875
,,,,80,,0.14164187014102936,,0.0049231210723519325,,1.5234375
,,,,81,,0.12376410514116287,,0.004135196562856436,,1.328125
,,,,82,,0.13860385119915009,,0.00383822456933558,,1.5
,,,,83,,0.14531265199184418,,0.0037110846024006605,,1.5703125
,,,,84,,0.128505676984787,,0.003505677916109562,,1.390625
,,,,85,,0.1328733265399933,,0.003967079799622297,,1.4296875
,,,,86,,0.12906363606452942,,0.004551923833787441,,1.3828125
,,,,87,,0.17826545238494873,,0.0034607660491019487,,1.9453125
,,,,88,,0.14246098697185516,,0.0037891112733632326,,1.5390625
,,,,89,,0.13086913526058197,,0.007333979941904545,,1.375
,,,,90,,0.13187925517559052,,0.0049261292442679405,,1.40625
,,,,91,,0.13282209634780884,,0.003915838897228241,,1.4375
,,,,92,,0.13910405337810516,,0.004338434431701899,,1.5
,,,,93,,0.14402329921722412,,0.004374855197966099,,1.5546875
,,,,94,,0.1437217742204666,,0.004073331598192453,,1.5546875
,,,,95,,0.13671094179153442,,0.00389844854362309,,1.4765625
,,,,96,,0.14854106307029724,,0.004009820055216551,,1.6015625
,,,,97,,0.14744390547275543,,0.0038892135489732027,,1.59375
,,,,98,,0.14093199372291565,,0.006166363600641489,,1.4921875
,,,,99,,0.14881888031959534,,0.004287628922611475,,1.609375
,,,,100,,0.1366151124238968,,0.003802612889558077,,1.4765625
,,,,101,,0.12149856984615326,,0.004799349699169397,,1.296875
